date,master_ticker,r_t,mr_t,xbar_n,range_n,z_r_60,cep_i_below_lcl,cep_i_above_ucl,cep_mr_above_ucl,cep_xbar_below_lcl,cep_xbar_above_ucl,cep_r_above_ucl,dist_i_lcl,dist_i_ucl,dist_xbar_lcl,dist_xbar_ucl,stress_score,upside_score
2018-07-03,^BVSP,0.011303257373952361,,,,,0,0,0,0,0,0,0.04897729233759107,0.02893139955915844,,,0.0,0.0
2018-07-04,^BVSP,0.0144870501674742,0.0031837927935218398,,,,0,0,0,0,0,0,0.052161085131112915,0.025747606765636595,,,0.0,0.0
2018-07-05,^BVSP,-0.0025452805510595596,0.01703233071853376,,,,0,0,0,0,0,0,0.03512875441257915,0.04277993748417036,,,0.0,0.0
2018-07-06,^BVSP,0.006111156131770785,0.008656436682830344,0.007339045780534447,0.01703233071853376,,0,0,0,0,0,0,0.0437851910954095,0.03412350080134001,0.027571888371111263,0.015069179766033248,0.0,0.0
2018-07-10,^BVSP,-0.0019750193246055904,0.008086175456376375,0.004019476605894959,0.01703233071853376,,0,0,0,0,0,0,0.03569901563903312,0.04220967625771639,0.024252319196471774,0.018388748940672734,0.0,0.0
2018-07-11,^BVSP,-0.006203917768437445,0.004228898443831855,-0.0011532653780829526,0.01231507390020823,,0,0,0,0,0,0,0.031470117195201264,0.046438574701548246,0.019079577212493863,0.023561490924650645,0.0,0.0
2018-07-12,^BVSP,0.019394305271260466,0.02559822303969791,0.004331631077497054,0.02559822303969791,,0,0,0,0,0,0,0.05706834023489918,0.02084035166185033,0.024564473668073867,0.01807659446907064,0.0,0.0
2018-07-13,^BVSP,0.00968193853718511,0.009712366734075356,0.005224326678850635,0.02559822303969791,,0,0,0,0,0,0,0.04735597350082382,0.030552718395925688,0.025457169269427447,0.01718389886771706,0.0,0.0
2018-07-16,^BVSP,0.0007699987982157375,0.008911939738969372,0.005910581209555967,0.02559822303969791,,0,0,0,0,0,0,0.03844403376185445,0.03946465813489506,0.026143423800132782,0.016497644337011726,0.0,0.0
2018-07-17,^BVSP,0.019085362513489676,0.01831536371527394,0.012232901280037747,0.01862430647304473,,0,0,0,0,0,0,0.05675939747712839,0.02114929441962112,0.03246574387061456,0.010175324266529947,0.0,0.0
2018-07-18,^BVSP,-0.009865475884401204,0.02895083839789088,0.00491795599112233,0.02895083839789088,,0,0,0,0,0,0,0.02780855907923751,0.050100132817512,0.025150798581699142,0.017490269555445366,0.0,0.0
2018-07-19,^BVSP,0.001601550229313825,0.011467026113715029,0.0028978589141545087,0.02895083839789088,,0,0,0,0,0,0,0.03927558519295254,0.03863310670379697,0.023130701504731323,0.019510366632413186,0.0,0.0
2018-07-20,^BVSP,0.013892494257307,0.012290944027993175,0.0061784827789273244,0.02895083839789088,,0,0,0,0,0,0,0.05156652922094571,0.026342162675803797,0.02641132536950414,0.01622974276764037,0.0,0.0
2018-07-23,^BVSP,-0.007345131287532211,0.02123762554483921,-0.0004291406713281473,0.023757970141708204,,0,0,0,0,0,0,0.0303289036761065,0.04757978822064301,0.019803701919248667,0.02283736621789584,0.0,0.0
2018-07-24,^BVSP,0.014750412202400559,0.02209554348993277,0.005724831350372293,0.02209554348993277,,0,0,0,0,0,0,0.05242444716603927,0.02548424473071024,0.025957673940949107,0.0166833941961954,0.0,0.0
2018-07-25,^BVSP,0.013339973066828409,0.0014104391355721502,0.00865943705975094,0.02209554348993277,,0,0,0,0,0,0,0.05101400803046712,0.02689468386628239,0.028892279650327753,0.013748788486816755,0.0,0.0
2018-07-26,^BVSP,-0.010186590029959502,0.02352656309678791,0.0026396659879343136,0.02493700223236006,,0,0,0,0,0,0,0.02748744493367921,0.0504212469630703,0.022872508578511128,0.01976855955863338,0.0,0.0
2018-07-27,^BVSP,0.0057888917303273585,0.01597548176028686,0.005923171742399206,0.02493700223236006,,0,0,0,0,0,0,0.04346292669396607,0.03444576520278344,0.02615601433297602,0.016485053804168488,0.0,0.0
2018-07-30,^BVSP,0.005120466783499464,0.0006684249468278947,0.003515685387673932,0.02352656309678791,,0,0,0,0,0,0,0.042794501747138176,0.035114190149611334,0.023748527978250746,0.018892540158893762,0.0,0.0
2018-07-31,^BVSP,-0.013241904882665967,0.01836237166616543,-0.0031297840996996618,0.019030796612993325,,0,0,0,0,0,0,0.024432130080972746,0.053476561815776764,0.017103058490877152,0.025538009646267356,0.0,0.0
2018-08-01,^BVSP,0.0010345568099539293,0.014276461692619896,-0.0003244973897213038,0.019030796612993325,,0,0,0,0,0,0,0.03870859177359264,0.03920010012315687,0.01990834520085551,0.022732722936288998,0.0,0.0
2018-08-02,^BVSP,0.004215459969949473,0.0031809031599955434,-0.0007178553298157753,0.01836237166616543,,0,0,0,0,0,0,0.041889494933588185,0.036019196963161325,0.01951498726076104,0.02312608087638347,0.0,0.0
2018-08-03,^BVSP,0.02232634705184998,0.018110887081900506,0.0035836147372718535,0.035568251934515946,,0,0,0,0,0,0,0.06000038201548869,0.01790830988126082,0.023816457327848668,0.01882461080929584,0.0,0.0
2018-08-06,^BVSP,-0.0047265698570281844,0.027052916908878163,0.005712448493681299,0.027052916908878163,,0,0,0,0,0,0,0.03294746510661053,0.04496122679013898,0.025945291084258113,0.016695777052886395,0.0,0.0
2018-08-07,^BVSP,-0.008723831334151264,0.003997261477123079,0.003272851457655001,0.031050178386001243,,0,0,0,0,0,0,0.02895020362948745,0.04895848826726206,0.023505694048231815,0.019135374088912693,0.0,0.0
2018-08-08,^BVSP,-0.014984700348991797,0.006260869014840534,-0.0015271886220803166,0.037311047400841776,,0,0,0,0,0,0,0.022689334614646915,0.055219357282102595,0.018705653968496497,0.02393541416864801,0.0,0.0
