date,label_window,sinais_cep_master_xt,sinais_cep_stress_i,sinais_cep_stress_amp,sinais_cep_trend_run7,sinais_cep_daily_return_m6,sinais_cep_cash_ratio_m6,sinais_cep_rule_one_below_lcl,sinais_cep_rule_two_of_three_below_2sigma_neg,sinais_cep_xbar_t,sinais_cep_r_t,sinais_cep_xbar_lcl,sinais_cep_two_sigma_neg
2018-10-29,W1,-0.0226889632808301,0,0,0,-0.01850458652290865,0.0,,,,,,
2018-10-30,W1,0.0361997072499743,0,0,0,0.01289456480502782,0.21607641133326477,,,,,,
2018-10-31,W1,0.0061729299337496,0,0,0,-0.0011802464926667922,0.2163849969794858,,,,,,
2018-11-01,W1,0.011317034167424,0,0,0,-8.173113519582831e-05,0.2164559621572492,,,,,,
2018-11-05,W1,0.0132461196274924,0,0,0,0.024097998349692507,0.0,,,,,,
2018-11-06,W1,-0.0104226627463778,0,0,0,-0.001274302538877059,0.0,,,,,,
2018-11-07,W1,-0.0108288137992748,0,0,0,-0.010010954718121967,0.0,,,,,,
2018-11-08,W1,-0.0241626210407337,0,0,0,-0.028851644923324815,0.09831101185532945,True,False,-0.01337896739344128,0.027577342384447756,-0.011566400991099145,-0.007315373528184172
2018-11-09,W1,0.0002452397230572,0,0,0,0.017827144069978873,0.2956948054440427,,,,,,
2018-11-12,W1,-0.0013554095761888,0,0,0,0.0034764933058553105,0.2813995851724675,,,,,,
2018-11-13,W1,-0.0071697512586434,0,0,0,0.00021464923593850216,0.30552324986154716,,,,,,
2018-11-14,W1,0.0123943138663966,0,0,0,0.011293174091185243,0.30218583247167086,,,,,,
2018-11-16,W1,0.02913873570582,0,0,0,0.013942944436201143,0.298103786097842,False,False,0.008483589254441629,0.013728295200262641,-0.011566400991099145,-0.007315373528184172
2018-11-19,W1,-0.0069608479865454,0,0,0,-0.01210855029273128,0.0,,,,,,
2018-11-21,W1,-0.0072158787725451,0,0,0,0.0003246172594562058,0.0,,,,,,
2018-11-22,W1,0.0023805992495664,0,0,0,0.017768186583734247,0.0,,,,,,
2018-11-23,W1,-0.0143577567034846,0,0,0,-0.007833091489526378,0.08946891439214934,,,,,,
2018-11-26,W1,-0.0079522124530563,0,0,0,0.0026558107697829403,0.0,,,,,,
2018-11-27,W1,0.0270314778593366,0,0,0,0.011634086215820405,0.0,,,,,,
2018-11-28,W1,0.015355214708258,0,0,0,0.006586348338258441,0.0,,,,,,
2018-11-29,W1,0.0051296204924207,0,0,0,0.008844292669379472,0.0,,,,,,
2018-11-30,W1,-0.0022989285516429,0,0,0,0.009188426057581411,0.0,,,,,,
2018-12-03,W1,0.0035243506400426,0,0,0,0.01661252290516191,0.0,,,,,,
2018-12-04,W1,-0.0134049663688438,0,0,0,-0.006728309129083843,0.0,,,,,,
2018-12-05,W1,0.0046830056765413,0,0,0,0.0042879798294699345,0.0,,,,,,
2018-12-06,W1,-0.002181173076163,0,0,0,0.00023027845969481042,0.0,,,,,,
2018-12-07,W1,-0.0082617543747936,0,0,0,0.001639162711950748,0.0,,,,,,
2018-12-10,W1,-0.0252843441176242,0,0,0,-0.00535958146119353,0.0,,,,,,
2018-12-11,W1,0.0058606951050785,0,0,1,0.0040159654102494,0.0,,,,,,
2018-12-12,W1,0.0064245853833734,0,0,1,0.0034957155866615075,0.0,,,,,,
2018-12-13,W1,0.0098504929445401,0,0,0,0.0057358402962026656,0.0,,,,,,
2018-12-14,W1,-0.0044270073670896,0,0,0,-2.365497789758031e-06,0.0,,,,,,
2018-12-17,W1,-0.0120795256546011,0,0,0,-0.007315272486628777,0.0,,,,,,
2018-12-18,W1,0.0024276065329434,0,0,0,-0.005251700997517927,0.0,,,,,,
2018-12-19,W1,-0.0108658866667402,0,0,0,0.0025397233488566595,0.0,,,,,,
2018-12-20,W1,-0.0047384304449918,0,0,0,-0.0077305886512721855,0.0,,,,,,
2018-12-21,W1,0.0050068539254884,0,0,0,0.0027443192777292236,0.08942236109078915,,,,,,
2018-12-26,W1,-0.0065678413026964,0,0,0,-0.008433945222977801,0.0,,,,,,
2018-12-27,W1,0.0037984523618654,0,0,1,0.015224218128937483,0.11878154407651476,,,,,,
2018-12-28,W1,0.0280034682020501,0,0,0,0.015511305654138718,0.11699602695819795,,,,,,
2019-01-02,W1,0.0349394675369512,0,0,0,0.01957944599051742,0.0,,,,,,
2019-01-03,W1,0.0060468153748782,0,0,0,-0.005764871581613429,0.09842906614635767,,,,,,
2019-01-04,W1,0.0030206396839606,0,0,0,-0.005056359918899522,0.1972692876491227,,,,,,
2019-01-07,W1,-0.0015473469361702,0,0,0,-0.0012039728171767683,0.0,,,,,,
2019-01-08,W1,0.0036248685809778,0,0,0,-0.011307275679672046,0.0,,,,,,
2019-01-09,W1,0.0170329200697396,0,0,0,0.009298907605365114,0.10297770651105867,,,,,,
2019-01-10,W1,0.002059557123044,0,0,0,0.004677420480104333,0.1025235140381474,,,,,,
2019-01-11,W1,-0.001578970156924,0,0,0,-0.014623673115784941,0.10407065050117999,,,,,,
2019-01-14,W1,0.0086748146743503,0,0,0,0.00978549957505992,0.0,,,,,,
2019-01-15,W1,-0.0044343148032966,0,0,0,0.011498933966560543,0.0,,,,,,
2019-01-16,W1,0.0035765682942063,0,0,0,0.015689998702064,0.0,,,,,,
2019-01-17,W1,0.0100979018087659,0,0,0,0.026725028481853652,0.0,,,,,,
2019-01-18,W1,0.007793278338769,0,0,0,0.004489967269617923,0.1016063106439105,,,,,,
2019-01-21,W1,-0.0009057452976488,0,0,0,-0.0038190845250707373,0.0,,,,,,
2019-01-22,W1,-0.0094918379144193,0,0,0,-0.0183025598208838,0.1002474839852312,,,,,,
2019-01-23,W1,0.0151833492692996,0,0,0,0.0007666357408329105,0.2099972238604069,,,,,,
2019-01-24,W1,0.0115222527356844,0,0,0,0.0037053603606800323,0.20927349147706112,,,,,,
2019-01-28,W1,-0.0231264287403187,0,0,0,-0.017360730898545618,0.0,,,,,,
2019-01-29,W1,0.00204099859948,0,0,0,-0.000286671226982782,0.0,,,,,,
2019-01-30,W1,0.014089053880449,0,0,0,-0.0007820760220740297,0.0,,,,,,
2019-01-31,W1,0.0040948665686121,0,0,0,0.0033768285562087996,0.0,,,,,,
2019-02-01,W1,0.0047834973801939,0,0,0,0.022287519181162008,0.0,,,,,,
2019-02-04,W1,0.0074115890304623,0,0,0,-0.0003833841278619854,0.0,,,,,,
2019-02-05,W1,-0.0028237702866788,0,0,0,0.003870884309115974,0.0,,,,,,
2019-02-06,W1,-0.0380979698822551,0,0,0,-0.022885572129308085,0.0,,,,,,
2019-02-07,W1,-0.0024333228963614,0,0,0,-0.022826336740707887,0.0,True,False,-0.013947008186966666,0.02675645643842406,-0.011566400991099145,-0.007315373528184172
2019-02-08,W1,0.0098762851589699,0,0,0,0.012762013912495984,0.10812892149108586,,,,,,
2019-02-11,W1,-0.0098021400781973,0,0,0,-0.006468117271072105,0.15020958766685982,False,True,-0.005510813366428002,0.03558835065320387,-0.011566400991099145,-0.007315373528184172
2019-02-12,W1,0.0184178864674997,0,0,0,0.0005406041912032755,0.15016538922855274,,,,,,
2019-02-13,W1,-0.0033956597390274,0,0,0,-0.0006033141679546716,0.1502930338640559,,,,,,
2019-02-14,W1,0.0224195259194618,0,0,0,0.0023652352425294065,0.21151023596377627,,,,,,
2019-02-15,W1,-0.0050015190611553,0,0,0,0.0014489010815688097,0.2112562204176193,,,,,,
2019-02-18,W1,-0.0104723792021876,0,0,0,0.007444815885855327,0.0,False,False,0.0037529840699845143,0.005995914804286517,-0.011566400991099145,-0.007315373528184172
2019-02-19,W1,0.0118351890552453,0,0,0,0.002679994509450667,0.0,,,,,,
2019-02-20,W1,-0.0114725980797879,0,0,0,-0.007775469183212924,0.0,,,,,,
2019-02-21,W1,0.0040004808439651,0,0,0,-0.004654913300563779,0.0,,,,,,
2019-02-22,W1,0.0097938345077329,0,0,0,0.007297314727582105,0.0,,,,,,
