date,master_ticker,r_t,mr_t,xbar_n,range_n,z_r_60,cep_i_below_lcl,cep_i_above_ucl,cep_mr_above_ucl,cep_xbar_below_lcl,cep_xbar_above_ucl,cep_r_above_ucl,dist_i_lcl,dist_i_ucl,dist_xbar_lcl,dist_xbar_ucl,stress_score,upside_score,label_true
2018-02-05,^BVSP,-0.0262820880335323,0.009128968334650801,-0.007878951738000699,0.0331127798194605,,0,0,0,0,0,0,0.007375934211761959,0.06272023330668226,0.008349758882202159,0.026706217943623288,0.0,0.0,OUT
2018-02-06,^BVSP,0.0245314102409973,0.0508134982745296,-0.003018276426372075,0.0508134982745296,,0,0,1,0,0,0,0.05818943248629156,0.01190673503215266,0.013210434193830783,0.02184554263199466,0.7,0.0,OUT
2018-02-07,^BVSP,-0.0135246659850119,0.0380560762260092,-0.0081071158691071,0.0508134982745296,,0,0,0,0,0,0,0.02013335626028236,0.04996281125816186,0.008121594751095758,0.026934382074729687,0.0,0.0,OUT
2018-02-08,^BVSP,-0.0150215849549632,0.0014969189699512997,-0.0075742321831275255,0.0508134982745296,,0,0,0,0,0,0,0.01863643729033106,0.05145973022811316,0.008654478437075333,0.02640149838875011,0.0,0.0,OUT
2018-02-09,^BVSP,-0.0078063832205468,0.0072152017344164,-0.0029553059798811503,0.0395529951959605,,0,0,0,0,0,0,0.02585163902474746,0.044244528493696755,0.013273404640321708,0.021782572185503737,0.0,0.0,OUT
2018-02-14,^BVSP,0.0321600063164958,0.039966389537042596,-0.001048156961006524,0.047181591271459,,0,0,0,0,0,0,0.06581802856179006,0.0042781389566541594,0.015180553659196334,0.01987542316662911,0.0,0.0,OUT
2018-02-15,^BVSP,0.0089136283774383,0.0232463779390575,0.004561416629606025,0.047181591271459,,0,0,0,0,0,0,0.04257165062273256,0.02752451689571166,0.020790127249808884,0.014265849576016561,0.0,0.0,OUT
2018-02-16,^BVSP,0.0027722508513977,0.006141377526040599,0.00900987558119625,0.039966389537042596,,0,0,0,0,0,0,0.03643027309669196,0.03366589442175226,0.025238586201399106,0.009817390624426338,0.0,0.0,OUT
2018-02-19,^BVSP,0.0031656436268912,0.00039339277549349993,0.011752882293055749,0.0293877554650981,,0,0,0,0,0,0,0.03682366587218546,0.03327250164625876,0.027981592913258607,0.007074383912566838,0.0,0.0,OUT
2018-02-20,^BVSP,0.0118526332330151,0.0086869896061239,0.006676039022185576,0.009080382381617399,,0,0,0,0,0,0,0.04551065547830936,0.024585512040134858,0.022904749642388436,0.012151227183437011,0.0,0.0,OUT
2018-02-21,^BVSP,0.0028861392345821,0.008966493998433,0.005169166736471526,0.009080382381617399,,0,0,0,0,0,0,0.03654416147987636,0.03355200603856786,0.021397877356674384,0.013658099469151062,0.0,0.0,OUT
2018-02-22,^BVSP,0.0073406297040996,0.0044544904695175,0.006311261449647001,0.008966493998433,,0,0,0,0,0,0,0.04099865194939386,0.02909751556905036,0.02253997206984986,0.012516004755975585,0.0,0.0,OUT
2018-02-23,^BVSP,0.0069778819621082,0.0003627477419913998,0.007264321033451251,0.008966493998433,,0,0,0,0,0,0,0.04063590420740246,0.02946026331104176,0.023493031653654108,0.011562945172171336,0.0,0.0,OUT
2018-02-26,^BVSP,0.0041155614662266,0.0028623204958816003,0.0053300530917541255,0.0044544904695175,,0,0,0,0,0,0,0.03777358371152086,0.032322583806923356,0.021558763711956985,0.01349721311386846,0.0,0.0,OUT
2018-02-27,^BVSP,-0.0082251248411197,0.012340686307346301,0.002552237072828676,0.015565754545219301,,0,0,0,0,0,0,0.025432897404174558,0.04466327011426966,0.018780947693031534,0.01627502913279391,0.0,0.0,OUT
2018-02-28,^BVSP,-0.0168665839542774,0.0086414591131577,-0.003499566341765574,0.0238444659163856,,0,0,0,0,0,0,0.01679143829101686,0.053304729227427364,0.012729144278437285,0.02232683254738816,0.0,0.0,OUT
2018-03-01,^BVSP,-0.0012056726596448,0.015660911294632603,-0.005545454997203824,0.020982145420504,,0,0,0,0,0,0,0.03245234958564946,0.03764381793279476,0.010683255622999033,0.024372721202826412,0.0,0.0,OUT
2018-03-02,^BVSP,0.0044759013364398,0.0056815739960846,-0.005455370029650524,0.0213424852907172,,0,0,0,0,0,0,0.03813392358173406,0.03196224393671016,0.010773340590552334,0.02428263623527311,0.0,0.0,OUT
2018-03-05,^BVSP,0.0030503446555028,0.0014255566809369996,-0.0026365026554948994,0.0213424852907172,,0,0,0,0,0,0,0.03670836690079706,0.03338780061764716,0.013592207964707958,0.021463768861117487,0.0,0.0,OUT
2018-03-06,^BVSP,-0.0043104519313477,0.0073607965868505,0.0005025303502375258,0.0087863532677875,,0,0,0,0,0,0,0.02934757031394656,0.04074859720449766,0.016731240970440382,0.018324735855385063,0.0,0.0,OUT
2018-03-07,^BVSP,-0.0019750264984809,0.0023354254328668,0.0003101918905285008,0.0087863532677875,,0,0,0,0,0,0,0.03168299574681336,0.03841317177163086,0.016538902510731358,0.018517074315094088,0.0,0.0,OUT
2018-03-08,^BVSP,-0.0058544535986298,0.0038794271001489,-0.002272396843238899,0.0089047982541326,,0,0,0,0,0,0,0.02780356864666446,0.04229259887177976,0.01395631377696396,0.021099663048861485,0.0,0.0,OUT
2018-03-09,^BVSP,0.0161772009900994,0.022031654588729202,0.0010093172404102512,0.022031654588729202,,0,0,0,0,0,0,0.04983522323539366,0.020260944283050558,0.017238027860613108,0.017817948965212337,0.0,0.0,OUT
2018-03-12,^BVSP,0.006106060951932,0.0100711400381674,0.0036134454612301763,0.022031654588729202,,0,0,0,0,0,0,0.03976408319722626,0.030332084321217957,0.019842156081433034,0.015213820744392412,0.0,0.0,OUT
2018-03-13,^BVSP,-0.0059555587954152,0.0120616197473472,0.0026183123869966012,0.0221327597855146,,0,0,0,0,0,0,0.02770246344987906,0.04239370406856516,0.01884702300719946,0.016208953818625985,0.0,0.0,OUT
2018-03-14,^BVSP,-0.0038623297354138,0.0020932290600014004,0.003116343352800601,0.0221327597855146,,0,0,0,0,0,0,0.02979569250988046,0.040300475008563756,0.01934505397300346,0.015710922852821985,0.0,0.0,OUT
2018-03-15,^BVSP,-0.0131363050307749,0.009273975295361099,-0.0042120331524179745,0.0192423659827069,,0,0,0,0,0,0,0.020521717214519362,0.04957445030392486,0.012016677467784884,0.02303929935804056,0.0,0.0,OUT
2018-03-16,^BVSP,-0.0004946588721354,0.012641646158639499,-0.005862213108434824,0.012641646158639499,,0,0,0,0,0,0,0.03316336337315886,0.03693280414528536,0.010366497511768033,0.024689479314057412,0.0,0.0,OUT
2018-03-19,^BVSP,-0.0115286320026745,0.0110339731305391,-0.00725548141024965,0.012641646158639499,,0,0,0,0,0,0,0.02212939024261976,0.04796677727582446,0.008973229209953209,0.02608274761587224,0.0,0.0,OUT
2018-03-20,^BVSP,0.0029867285421334,0.0145153605448079,-0.005543216840862849,0.0161230335729083,,0,0,0,0,0,0,0.03664475078742766,0.03345141673101656,0.01068549377934001,0.024370483046485435,0.0,0.0,OUT
2018-03-21,^BVSP,0.0096133552623547,0.006626626720221299,0.00014419823241955051,0.0211419872650292,,0,0,0,0,0,0,0.04327137750764896,0.02682479001079526,0.01637290885262241,0.018683067973203037,0.0,0.0,OUT
2018-03-22,^BVSP,-0.0024625185497613,0.012075873812116,-0.00034776668698692455,0.0211419872650292,,0,0,0,0,0,0,0.03119550369553296,0.03890066382291126,0.015880943933215933,0.019175032892609512,0.0,0.0,OUT
2018-03-23,^BVSP,-0.0046232604741899,0.0021607419244285995,0.0013785761951342255,0.014236615736544599,,0,0,0,0,0,0,0.02903476177110436,0.04106140574733986,0.017607286815337082,0.017448690010488363,0.0,0.0,OUT
2018-03-26,^BVSP,0.0083911624451399,0.0130144229193298,0.0027296846708858504,0.014236615736544599,,0,0,0,0,0,0,0.04204918469043416,0.02804698282801006,0.018958395291088708,0.016097581534736737,0.0,0.0,OUT
2018-03-27,^BVSP,-0.0151575467353079,0.0235487091804478,-0.0034630408285297996,0.0235487091804478,,0,0,0,0,0,0,0.01850047550998636,0.05159569200845786,0.012765669791673059,0.022290307034152388,0.0,0.0,OUT
2018-03-28,^BVSP,0.000787204391745,0.0159447511270529,-0.002650610093153224,0.0235487091804478,,0,0,0,0,0,0,0.03444522663703926,0.03565094088140496,0.013578100527049634,0.02147787629877581,0.0,0.0,OUT
2018-03-29,^BVSP,0.0176322223403957,0.0168450179486507,0.002913260610493176,0.0327897690757036,,0,0,0,0,0,0,0.05129024458568996,0.01880592293275426,0.019141971230696032,0.015914005595129413,0.0,0.0,OUT
2018-04-02,^BVSP,-0.0082337907537635,0.0258660130941592,-0.0012429776892326741,0.0327897690757036,-0.823769909973385,0,0,0,0,0,0,0.02542423149153076,0.04467193602691346,0.014985732930970184,0.02007024389485526,0.0,0.0,OUT
2018-04-03,^BVSP,-0.0005080070285104,0.007725783725253101,0.002419407237466701,0.0258660130941592,-0.1598055522129678,0,0,0,0,0,0,0.03315001521678386,0.03694615230166036,0.01864811785766956,0.016407858968155886,0.0,0.0,OUT
2018-04-04,^BVSP,-0.0031127416645943,0.0026047346360839,0.0014444207233818757,0.0258660130941592,-0.3670890336281505,0,0,0,0,0,0,0.03054528058069996,0.03955088693774426,0.017673131343584735,0.01738284548224071,0.0,0.0,OUT
2018-04-05,^BVSP,0.0100254422292906,0.0131381838938849,-0.0004572743043943996,0.0182592329830541,0.7499536325387683,0,0,0,0,0,0,0.04368346447458486,0.02641270304385936,0.01577143631580846,0.019284540510016986,0.0,0.0,OUT
2018-04-06,^BVSP,-0.0045874337934199,0.0146128760227105,0.00045431493569150056,0.0146128760227105,-0.4855018835340732,0,0,0,0,0,0,0.02907058845187436,0.04102557906656986,0.01668302555589436,0.018372951269931086,0.0,0.0,OUT
2018-04-09,^BVSP,-0.0179987847908285,0.013411350997408599,-0.003918379504888024,0.0280242270201191,-1.5840178550481083,0,0,0,0,0,0,0.01565923745446576,0.054436930063978456,0.012310331115314835,0.02274564571051061,0.0,0.0,OUT
2018-04-10,^BVSP,0.0143372913007748,0.0323360760916033,0.0004441287364542507,0.0323360760916033,1.0872029433100014,0,0,0,0,0,0,0.04799531354606906,0.02210085397237516,0.01667283935665711,0.018383137469168337,0.0,0.0,OUT
2018-04-11,^BVSP,0.0086713236853047,0.005665967615470099,0.00010559910045777584,0.0323360760916033,0.6281053291093203,0,0,0,0,0,0,0.04232934593059896,0.02776682158784526,0.016334309720660634,0.018721667105164812,0.0,0.0,OUT
2018-04-12,^BVSP,0.0023199963537326,0.0063513273315721,0.001832456637245901,0.0323360760916033,0.09124604433530793,0,0,0,0,0,0,0.035978018599026856,0.03411814891941736,0.01806116725744876,0.016994809568376686,0.0,0.0,OUT
2018-04-13,^BVSP,-0.0130760854289233,0.0153960817826559,0.0030631314777222005,0.0274133767296981,-1.1637068456667152,0,0,0,0,0,0,0.02058193681637096,0.04951423070207326,0.01929184209792506,0.015764134727900385,0.0,0.0,OUT
2018-04-16,^BVSP,-0.0176085317098235,0.004532446280900198,-0.004923324274927374,0.0262798553951282,-1.4858835931037802,0,0,0,0,0,0,0.01604949053547076,0.054046676982973454,0.011305386345275484,0.023750590480549963,0.0,0.0,OUT
2018-04-17,^BVSP,0.0146635111749111,0.0322720428847346,-0.003425277402525774,0.0322720428847346,1.1518423749862947,0,0,0,0,0,0,0.048321533420205356,0.02177463409823886,0.012803433217677084,0.02225254360814836,0.0,0.0,OUT
2018-04-18,^BVSP,0.0198991624535894,0.0052356512786783,0.000969514122438426,0.0375076941634129,1.5196061331472621,0,0,0,0,0,0,0.05355718469888366,0.01653898281956056,0.017198224742641283,0.017857752083184162,0.0,0.0,OUT
2018-04-19,^BVSP,0.0005594405740313,0.0193397218795581,0.004378395623177076,0.0375076941634129,-0.028857084218784853,0,0,0,0,0,0,0.03421746281932556,0.035878704699118656,0.020607106243379934,0.014448870582445511,0.0,0.0,OUT
2018-04-20,^BVSP,-0.0031976873210108,0.0037571278950420998,0.007981106720380252,0.0230968497746002,-0.3187852654009376,0,0,0,0,0,0,0.03046033492428346,0.03963583259416076,0.024209817340583112,0.010846159485242335,0.0,0.0,OUT
2018-04-23,^BVSP,0.0006076470225298,0.0038053343435405997,0.004467140682284926,0.0230968497746002,-0.03077776066256005,0,0,0,0,0,0,0.03426566926782406,0.03583049825062016,0.020695851302487786,0.014360125523337661,0.0,0.0,OUT
2018-04-24,^BVSP,-0.0015549102629514,0.0021625572854812,-0.0008963774968502741,0.0038053343435405997,-0.1667406390361311,0,0,0,0,0,0,0.032103111982342857,0.03799305553610136,0.015332333123352583,0.01972364370247286,0.0,0.0,OUT
2018-04-25,^BVSP,-0.0049849674816616,0.0034300572187102004,-0.0022824795107734995,0.0055926145041914005,-0.4401486007237894,0,0,0,0,0,0,0.02867305476363266,0.04142311275481156,0.013946231109429358,0.021109745716396087,0.0,0.0,OUT
2018-04-26,^BVSP,0.0156221275749888,0.0206070950566504,0.0024224742132264005,0.0206070950566504,1.3636083344641543,0,0,0,0,0,0,0.04928014982028306,0.02081601769816116,0.018651184833429257,0.016404791992396188,0.0,0.0,OUT
2018-04-27,^BVSP,0.0007174763656313,0.0149046512093575,0.0024499315490017753,0.0206070950566504,0.029853696905019177,0,0,0,0,0,0,0.03437549861092556,0.03572066890751866,0.01867864216920463,0.016377334656620814,0.0,0.0,OUT
2018-04-30,^BVSP,-0.0038247612690295,0.0045422376346608,0.0018824687974822504,0.0206070950566504,-0.3622451896504722,0,0,0,0,0,0,0.02983326097626476,0.04026290654217946,0.018111179417685107,0.01694479740814034,0.0,0.0,OUT
2018-05-02,^BVSP,-0.0183760195359555,0.014551258266926,-0.0014652942160912246,0.0339981471109443,-1.5927677530051971,0,0,0,0,0,0,0.01528200270933876,0.05481416480910546,0.014763416404111634,0.02029256042171381,0.0,0.0,OUT
2018-05-03,^BVSP,-0.0150031115793024,0.0033729079566530984,-0.009121604004664025,0.0190934959015868,-1.3062895150098572,0,0,0,0,0,0,0.01865491066599186,0.05144125685245236,0.007107106615538834,0.02794887021028661,0.0,0.0,OUT
2018-05-04,^BVSP,-0.0020431962686548,0.0129599153106476,-0.009811772163235548,0.0163328232673007,-0.21164922640074754,0,0,0,0,0,0,0.03161482597663946,0.038481341541804756,0.00641693845696731,0.028639038368858137,0.0,0.0,OUT
2018-05-07,^BVSP,-0.0048724106235144,0.0028292143548595996,-0.010073684501856774,0.0163328232673007,-0.4457653811970247,0,0,0,0,0,0,0.02878561162177986,0.04131055589666436,0.006155026118346084,0.02890095070747936,0.0,0.0,OUT
2018-05-08,^BVSP,0.0029214724708456,0.0077938830943599996,-0.004749311500156499,0.017924584050148,0.2809622582560516,0,0,0,0,0,0,0.03657949471613986,0.03351667280230436,0.01147939912004636,0.023576577705779086,0.0,0.0,OUT
2018-05-09,^BVSP,0.015656248176855,0.0127347757060094,0.0029155284388828516,0.0205286588003694,1.4718412218543329,0,0,0,0,0,0,0.04931427042214926,0.02078189709629496,0.01914423905908571,0.015911737766739736,0.0,0.0,OUT
2018-05-10,^BVSP,0.0187631146675998,0.0031068664907447988,0.008117106172946502,0.0236355252911142,1.6981174249228304,0,0,0,0,0,0,0.05242113691289406,0.01767503060555016,0.024345816793149358,0.010710160032676086,0.0,0.0,OUT
2018-05-11,^BVSP,-0.007493561523817,0.0262566761914168,0.007461818447870852,0.0262566761914168,-0.8066760692125899,0,0,0,0,0,0,0.02616446072147726,0.04393170679696696,0.023690529068073708,0.011365447757751735,0.0,0.0,OUT
2018-05-14,^BVSP,0.0001408021028773,0.0076343636266943005,0.006766650855878777,0.0262566761914168,-0.004590191844144384,0,0,0,0,0,0,0.03379882434817156,0.03629734317027266,0.022995361476081635,0.01206061534974381,0.0,0.0,OUT
2018-05-15,^BVSP,-0.0011974502786776,0.0013382523815549,0.0025532262419956262,0.0262566761914168,-0.1366734075537873,0,0,0,0,0,0,0.03246057196661666,0.03763559555182756,0.018781936862198485,0.01627403996362696,0.0,0.0,OUT
2018-05-16,^BVSP,0.0163925682495103,0.017590018528187902,0.0019605896374732517,0.0238861297733273,1.6302189725793117,0,0,0,0,0,0,0.050050590494804564,0.020045577023639658,0.018189300257676108,0.016866676568149337,0.0,0.0,OUT
2018-05-17,^BVSP,-0.0342654247800484,0.0506579930295587,-0.004732376176584598,0.0506579930295587,-3.1672737034900567,1,0,1,0,0,0,-0.0006074025347541367,0.07070357005319836,0.01149633444361826,0.023559642382207185,1.7,0.0,OUT
2018-05-18,^BVSP,-0.0064785714647956,0.027786853315252796,-0.0063872195685028225,0.0506579930295587,-0.5506688251774731,0,0,0,0,0,0,0.02717945078049866,0.04291671673794556,0.009841491051700036,0.02521448577412541,0.0,0.0,OUT
2018-05-21,^BVSP,-0.0153674710197729,0.008888899554977299,-0.009929724753776646,0.0506579930295587,-1.331720959137969,0,0,0,0,0,0,0.01829055122552136,0.05180561629292286,0.006298985866426212,0.028756990959399233,0.0,0.0,OUT
2018-05-22,^BVSP,0.0112304740266744,0.0265979450464473,-0.011220248309485622,0.04549589880672279,1.1141523851948187,0,0,0,0,0,0,0.044888496271968656,0.02520767124647556,0.005008462310717237,0.03004751451510821,0.0,0.0,OUT
2018-05-23,^BVSP,-0.0228852450626471,0.0341157190893215,-0.0083752033801353,0.0341157190893215,-1.9203267837268159,0,0,0,0,0,0,0.010772777182647159,0.05932339033579706,0.007853507240067559,0.027202469585757887,0.0,0.0,OUT
2018-05-24,^BVSP,-0.0092553568026623,0.0136298882599848,-0.009069399714601974,0.0341157190893215,-0.7030871615810799,0,0,0,0,0,0,0.02440266544263196,0.045693502075812256,0.0071593109056008845,0.02789666592022456,0.0,0.0,OUT
2018-05-25,^BVSP,-0.0153945940541338,0.006139237251471499,-0.0090761804731922,0.0341157190893215,-1.2556036044228118,0,0,0,0,0,0,0.01826342819116046,0.05183273932728376,0.007152530147010658,0.027903446678814788,0.0,0.0,OUT
2018-05-28,^BVSP,-0.0459323286849621,0.030537734630828303,-0.023366881151101325,0.036676971882299805,-3.4890161902244703,1,0,0,1,0,0,-0.012274306439667843,0.08237047395811206,-0.007138170530898467,0.042194147356723916,1.8,0.0,OUT
2018-05-29,^BVSP,0.0094567099340152,0.0553890386189773,-0.015281392401935748,0.0553890386189773,0.9071142031671027,0,0,1,0,0,1,0.04311473217930946,0.02698143533913476,0.0009473182182671101,0.03410865860755834,1.1,0.0,OUT
2018-05-30,^BVSP,0.0089252421359495,0.0005314677980656993,-0.010736242667282798,0.0553890386189773,0.8531250998482511,0,0,0,0,0,1,0.04258326438124376,0.027512903137200458,0.00549246795292006,0.029563508872905386,0.4,0.0,OUT
2018-06-01,^BVSP,0.0063119551872208,0.0026132869487287,-0.005309605356944149,0.0553890386189773,0.6312765916886355,0,0,0,0,0,1,0.03996997743251506,0.03012619008592916,0.010919105263258708,0.024136871562566737,0.4,0.0,OUT
2018-06-04,^BVSP,0.0174033499946357,0.0110913948074149,0.0105243143129553,0.0110913948074149,1.4507168941822066,0,0,0,0,0,0,0.05106137223992996,0.01903479527851426,0.02675302493315816,0.008302951892667287,0.0,0.0,OUT
2018-06-05,^BVSP,-0.0251755781994368,0.042578928194072496,0.0018662422795923013,0.042578928194072496,-1.7629281400493573,0,0,0,0,0,0,0.008482444045857459,0.06161372347258676,0.01809495289979516,0.016961023926030286,0.0,0.0,OUT
2018-06-06,^BVSP,-0.0068735991598119,0.0183019790396249,-0.0020834680443480484,0.042578928194072496,-0.3635608254020227,0,0,0,0,0,0,0.02678442308548236,0.04331174443296186,0.01414524257585481,0.020910734249970635,0.0,0.0,OUT
2018-06-07,^BVSP,-0.0302220803485814,0.0233484811887695,-0.011216976928298598,0.047625430343217104,-2.03014359179813,0,0,0,0,0,0,0.003435941896712858,0.06666022562173136,0.0050117336919042604,0.030044243133921185,0.0,0.0,OUT
2018-06-08,^BVSP,-0.0123849450454071,0.017837135303174302,-0.0186640506883093,0.0233484811887695,-0.7033057732360312,0,0,0,1,0,0,0.02127307719988716,0.048823090318557055,-0.0024353400681064417,0.037491316893931884,0.8,0.0,OUT
2018-06-11,^BVSP,-0.0087298316891039,0.0036551133563032003,-0.014552614060726072,0.0233484811887695,-0.42796726162975646,0,0,0,0,0,0,0.02492819055619036,0.04516797696225386,0.0016760965594767863,0.03337988026634866,0.0,0.0,OUT
2018-06-12,^BVSP,0.0061491142453636,0.0148789459344675,-0.011296935709432198,0.036371194593945,0.6415538669953782,0,0,0,0,0,0,0.03980713649065786,0.030289031027786358,0.00493177491077066,0.030124201915054785,0.0,0.0,OUT
2018-06-13,^BVSP,-0.0087247578488539,0.0148738720942175,-0.005922605084500323,0.018534059290770698,-0.4410575453580641,0,0,0,0,0,0,0.02493326439644036,0.045162903122003856,0.010306105535702536,0.02474987129012291,0.0,0.0,OUT
2018-06-14,^BVSP,-0.0097671857606361,0.0010424279117822004,-0.005268165263307572,0.015916300005999702,-0.5203815299522221,0,0,0,0,0,0,0.02389083648465816,0.04620533103378606,0.010960545356895286,0.02409543146893016,0.0,0.0,OUT
2018-06-15,^BVSP,-0.0093263394125933,0.0004408463480428011,-0.005417292194179923,0.015916300005999702,-0.4727009935429319,0,0,0,0,0,0,0.02433168283270096,0.04576448468574326,0.010811418426022935,0.02424455839980251,0.0,0.0,OUT
2018-06-18,^BVSP,-0.0134167179417299,0.004090378529136601,-0.010308750240953297,0.0046919600928760005,-0.7468212814575661,0,0,0,0,0,0,0.02024130430356436,0.04985486321487986,0.005919960379249561,0.029136016446575885,0.0,0.0,OUT
2018-06-19,^BVSP,0.0223649458069133,0.0357816637486432,-0.0025363243270114973,0.0357816637486432,1.8057428089096215,0,0,0,0,0,0,0.056022968052207564,0.014073199466236658,0.013692386293191361,0.021363590532634084,0.0,0.0,OUT
2018-06-20,^BVSP,0.0101591626066701,0.0122057832002432,0.0024452627648150526,0.0357816637486432,0.9081183824953231,0,0,0,0,0,0,0.04381718485196436,0.026278982666479857,0.01867397338501791,0.016382003440807535,0.0,0.0,OUT
2018-06-21,^BVSP,-0.0288068977568896,0.0389660603635597,-0.002424876821259023,0.0511718435638029,-1.7777283115850593,0,0,0,0,0,0,0.004851124488404659,0.06524504303003956,0.013803833798943836,0.02125214302688161,0.0,0.0,OUT
2018-06-22,^BVSP,0.008044615430044,0.0368515131869336,0.0029404565216844523,0.0511718435638029,0.7580246334878029,0,0,0,0,0,0,0.04170263767533826,0.02839352984310596,0.019169167141887312,0.015886809683938134,0.0,0.0,OUT
2018-06-25,^BVSP,0.0044069735293395,0.0036376419007045,-0.001549036547708998,0.0389660603635597,0.4999048578133964,0,0,0,0,0,0,0.03806499577463376,0.03203117174381046,0.01467967407249386,0.020376302753331584,0.0,0.0,OUT
