date,equity,rolling_max,drawdown
2018-01-03,1.0000000000000002,1.0000000000000002,0.0
2018-01-04,1.0343467847435717,1.0343467847435717,0.0
2018-01-05,1.0387816690938232,1.0387816690938232,0.0
2018-01-08,1.0416210375980721,1.0416210375980721,0.0
2018-01-09,1.0329141503463253,1.0416210375980721,-0.008358977917558685
2018-01-10,1.0360343733231503,1.0416210375980721,-0.005363432643223476
2018-01-11,1.035621641085817,1.0416210375980721,-0.005759672947936445
2018-01-12,1.0325914449490612,1.0416210375980721,-0.008668788669853211
2018-01-15,1.0375740469316255,1.0416210375980721,-0.0038852812302819784
2018-01-16,1.0361550858430726,1.0416210375980721,-0.005247543547703071
2018-01-17,1.0416033055695677,1.0416210375980721,-1.7023493059764583e-05
2018-01-18,1.0437050377796309,1.0437050377796309,0.0
2018-01-19,1.0461068400090254,1.0461068400090254,0.0
2018-01-22,1.0351197270747015,1.0461068400090254,-0.010502859281781518
2018-01-23,1.0282296499833428,1.0461068400090254,-0.017089258326165258
2018-01-24,1.0388955837621578,1.0461068400090254,-0.006893422326542997
2018-01-26,1.0428723410754461,1.0461068400090254,-0.0030919393793003014
2018-01-29,1.0822615103301254,1.0822615103301254,0.0
2018-01-30,1.0745600074223336,1.0822615103301254,-0.007116120119103786
2018-01-31,1.0784697631888664,1.0822615103301254,-0.0035035406000000213
2018-02-01,1.0798350271681432,1.0822615103301254,-0.00224204883830903
2018-02-02,1.0651245686739168,1.0822615103301254,-0.015834381517440543
2018-02-05,1.0643590533242973,1.0822615103301254,-0.016541710884985017
2018-02-06,1.047315521307173,1.0822615103301254,-0.03228978272755234
2018-02-07,1.0407236606154417,1.0822615103301254,-0.038380603318335926
2018-02-08,1.0385836552183898,1.0822615103301254,-0.0403579492524061
2018-02-09,1.0317063098961725,1.0822615103301254,-0.04671255510004402
2018-02-14,1.037281054932372,1.0822615103301254,-0.0415615403194306
2018-02-15,1.0419684440760075,1.0822615103301254,-0.037230434483276786
2018-02-16,1.012070847309937,1.0822615103301254,-0.06485554771210333
2018-02-19,1.0101999867458475,1.0822615103301254,-0.06658420621675509
2018-02-20,0.9752122051610926,1.0822615103301254,-0.09891260489932718
2018-02-21,0.9832817383060282,1.0822615103301254,-0.09145642811773391
2018-02-22,0.9781396883602239,1.0822615103301254,-0.09620763648717479
2018-02-23,0.9745003038958056,1.0822615103301254,-0.09957039533028311
2018-02-26,0.9775512888007117,1.0822615103301254,-0.09675131244154989
2018-02-27,0.9779335005370737,1.0822615103301254,-0.09639815220004289
2018-02-28,0.9911157505759263,1.0822615103301254,-0.08421787052779572
2018-03-01,1.0137403864030332,1.0822615103301254,-0.06331290845425241
2018-03-02,1.0089855341110472,1.0822615103301254,-0.06770634963884714
2018-03-05,1.0101442244551941,1.0822615103301254,-0.0666357300768583
2018-03-06,1.0081466354746706,1.0822615103301254,-0.06848148451001212
2018-03-07,1.0047898491703922,1.0822615103301254,-0.0715831251691671
2018-03-08,1.0027136725454475,1.0822615103301254,-0.07350149388608784
2018-03-09,1.0062228107774494,1.0822615103301254,-0.07025908140212966
2018-03-12,1.0173849769351133,1.0822615103301254,-0.059945339250975116
2018-03-13,1.0112213628516429,1.0822615103301254,-0.06564046378847288
2018-03-14,1.013780990360938,1.0822615103301254,-0.06327539075865185
2018-03-15,1.0059624221207626,1.0822615103301254,-0.07049967820262693
